Datetime,Realised_PNL
2021-12-27 09:47:00+05:30,0.0
2021-12-27 09:48:00+05:30,0.0
2021-12-27 09:49:00+05:30,0.0
2021-12-27 09:50:00+05:30,0.0
2021-12-27 09:51:00+05:30,0.0
2021-12-27 09:52:00+05:30,0.0
2021-12-27 09:53:00+05:30,0.0
2021-12-27 09:54:00+05:30,0.0
2021-12-27 09:55:00+05:30,0.0
2021-12-27 09:56:00+05:30,0.0
2021-12-27 09:57:00+05:30,0.0
2021-12-27 09:58:00+05:30,0.0
2021-12-27 09:59:00+05:30,0.0
2021-12-27 10:00:00+05:30,0.0
2021-12-27 10:01:00+05:30,0.0
2021-12-27 10:02:00+05:30,0.0
2021-12-27 10:03:00+05:30,0.0
2021-12-27 10:04:00+05:30,0.0
2021-12-27 10:05:00+05:30,0.0
2021-12-27 10:06:00+05:30,0.0
2021-12-27 10:07:00+05:30,0.0
2021-12-27 10:08:00+05:30,0.0
2021-12-27 10:09:00+05:30,0.0
2021-12-27 10:10:00+05:30,0.0
2021-12-27 10:11:00+05:30,0.0
2021-12-27 10:12:00+05:30,0.0
2021-12-27 10:13:00+05:30,0.0
2021-12-27 10:14:00+05:30,0.0
2021-12-27 10:15:00+05:30,0.0
2021-12-27 10:16:00+05:30,0.0
2021-12-27 10:17:00+05:30,0.0
2021-12-27 10:18:00+05:30,0.0
2021-12-27 10:19:00+05:30,0.0
2021-12-27 10:20:00+05:30,1334.9853515625
2021-12-27 10:21:00+05:30,1334.9853515625
2021-12-27 10:22:00+05:30,1334.9853515625
2021-12-27 10:23:00+05:30,1334.9853515625
2021-12-27 10:24:00+05:30,329.9560546875
2021-12-27 10:25:00+05:30,329.9560546875
2021-12-27 10:26:00+05:30,329.9560546875
2021-12-27 10:27:00+05:30,329.9560546875
2021-12-27 10:28:00+05:30,329.9560546875
2021-12-27 10:29:00+05:30,329.9560546875
2021-12-27 10:30:00+05:30,329.9560546875
2021-12-27 10:31:00+05:30,329.9560546875
2021-12-27 10:32:00+05:30,329.9560546875
2021-12-27 10:33:00+05:30,329.9560546875
2021-12-27 10:34:00+05:30,329.9560546875
2021-12-27 10:35:00+05:30,329.9560546875
2021-12-27 10:36:00+05:30,329.9560546875
2021-12-27 10:37:00+05:30,329.9560546875
2021-12-27 10:38:00+05:30,329.9560546875
2021-12-27 10:39:00+05:30,329.9560546875
2021-12-27 10:40:00+05:30,329.9560546875
2021-12-27 10:41:00+05:30,329.9560546875
2021-12-27 10:42:00+05:30,329.9560546875
2021-12-27 10:43:00+05:30,329.9560546875
